Rooms,Type,Price,Method,Distance,Postcode,Bedroom2,Bathroom,Car,Landsize,CouncilArea,Regionname,Propertycount,HouseID,DaySold,MonthSold,YearSold,Schools nearby
2.0,0,710000.0,1,7.0,3013.0,2.0,1.0,0.0,-0.31663484494608335,16,6,-0.21295226855273072,10867,4,3,2017,5
3.0,0,1320000.0,1,7.0,3013.0,3.0,2.0,2.0,-0.06148514329003791,16,6,-0.21295226855273072,10868,4,3,2017,5
3.0,0,1100000.0,4,7.0,3013.0,3.0,2.0,0.0,-0.27534848545481383,16,6,-0.21295226855273072,10869,4,3,2017,5
2.0,2,782000.0,1,7.0,3013.0,2.0,1.0,1.0,0.8319516761010337,16,6,-0.21295226855273072,10870,4,3,2017,5
3.0,0,931000.0,1,7.0,3013.0,3.0,1.0,1.0,-0.08708268617462499,16,6,-0.21295226855273072,10871,4,3,2017,5
3.0,0,910000.0,1,7.0,3013.0,3.0,3.0,2.0,-0.2893858476818455,16,6,-0.21295226855273072,10872,4,6,2016,5
2.0,0,796000.0,3,7.0,3013.0,2.0,1.0,1.0,-0.296817392390274,16,6,-0.21295226855273072,10873,4,6,2016,5
2.0,0,856000.0,1,7.0,3013.0,2.0,1.0,1.0,-0.23653930753302052,16,6,-0.21295226855273072,10874,4,6,2016,5
3.0,0,670000.0,4,7.0,3013.0,3.0,1.0,1.0,-0.05818223453073636,16,6,-0.21295226855273072,10875,4,6,2016,5
4.0,0,706000.0,1,7.0,3013.0,2.0,1.0,0.0,-0.3158091177562579,16,6,-0.21295226855273072,10876,4,6,2016,5
3.0,0,1050000.0,1,7.0,3013.0,2.0,2.0,1.0,-0.0705681423781172,16,6,-0.21295226855273072,10878,4,6,2016,5
2.0,2,410000.0,0,7.0,3013.0,2.0,0.0,0.0,-0.4520541040774472,16,6,-0.21295226855273072,10880,6,8,2016,5
4.0,0,1320000.0,3,7.0,3013.0,4.0,2.0,1.0,-0.18864713052314794,16,6,-0.21295226855273072,10882,7,5,2016,5
3.0,0,1414000.0,1,7.0,3013.0,3.0,2.0,2.0,-0.2621368504176076,16,6,-0.21295226855273072,10887,7,11,2016,5
5.0,0,1815000.0,1,7.0,3013.0,5.0,2.0,2.0,0.07971420617010373,16,6,-0.21295226855273072,10888,8,10,2016,5
2.0,0,630000.0,0,7.0,3013.0,2.0,1.0,1.0,-0.3298464799832896,16,6,-0.21295226855273072,10889,8,10,2016,5
4.0,0,1870000.0,1,7.0,3013.0,4.0,1.0,3.0,0.18045292332880128,16,6,-0.21295226855273072,10891,8,10,2016,5
4.0,0,1785000.0,1,7.0,3013.0,4.0,2.0,2.0,0.07641129741080217,16,6,-0.21295226855273072,10892,10,9,2016,5
2.0,2,330000.0,4,7.0,3013.0,2.0,1.0,1.0,-0.4520541040774472,16,6,-0.21295226855273072,10893,10,9,2016,5
3.0,0,1930000.0,1,7.0,3013.0,3.0,1.0,4.0,0.29275182114505427,16,6,-0.21295226855273072,10896,10,12,2016,5
3.0,0,1035000.0,1,7.0,3013.0,3.0,1.0,2.0,-0.21341894621790963,16,6,-0.21295226855273072,10899,11,2,2017,5
1.0,2,510000.0,3,7.0,3013.0,1.0,1.0,2.0,-0.4520541040774472,16,6,-0.21295226855273072,10900,11,2,2017,5
2.0,2,381000.0,0,7.0,3013.0,2.0,1.0,1.0,-0.4520541040774472,16,6,-0.21295226855273072,10901,11,2,2017,5
3.0,1,1040000.0,1,7.0,3013.0,2.0,2.0,0.0,-0.16139813325891006,16,6,-0.21295226855273072,10902,12,11,2016,5
3.0,0,1419000.0,3,7.0,3013.0,3.0,1.0,2.0,-0.22910776282459203,16,6,-0.21295226855273072,10903,12,11,2016,5
3.0,0,1050000.0,1,7.0,3013.0,3.0,1.0,2.0,-0.08708268617462499,16,6,-0.21295226855273072,10904,12,11,2016,5
1.0,0,470000.0,0,7.0,3013.0,1.0,1.0,2.0,-0.4520541040774472,16,6,-0.21295226855273072,10905,12,11,2016,5
3.0,0,850000.0,1,7.0,3013.0,3.0,1.0,1.0,-0.08543123179497421,16,6,-0.21295226855273072,10906,13,8,2016,5
2.0,2,501344.0,3,7.0,3013.0,2.0,1.0,1.0,-0.4520541040774472,16,6,-0.21295226855273072,10907,13,8,2016,5
3.0,0,796000.0,1,7.0,3013.0,3.0,1.0,1.0,-0.06891668799846642,16,6,-0.21295226855273072,10912,14,5,2016,5
3.0,0,1217500.0,0,7.0,3013.0,3.0,3.0,1.0,-0.2728713038853377,16,6,-0.21295226855273072,10914,15,10,2016,5
2.0,0,610000.0,3,7.0,3013.0,2.0,0.0,0.0,-0.3744357482338606,16,6,-0.21295226855273072,10916,15,10,2016,5
3.0,0,1055000.0,1,7.0,3013.0,3.0,1.0,3.0,0.10118311310556385,16,6,-0.21295226855273072,10917,16,4,2016,5
3.0,1,620000.0,4,7.0,3013.0,3.0,3.0,1.0,-0.4520541040774472,16,6,-0.21295226855273072,10918,16,4,2016,5
4.0,0,660000.0,0,7.0,3013.0,4.0,1.0,2.0,-0.15479231574030694,16,6,-0.21295226855273072,10919,16,4,2016,5
3.0,0,681000.0,1,7.0,3013.0,2.0,1.0,1.0,-0.08377977741532343,16,6,-0.21295226855273072,10920,16,4,2016,5
1.0,2,345000.0,1,7.0,3013.0,1.0,1.0,1.0,-0.4520541040774472,16,6,-0.21295226855273072,10921,16,4,2016,5
3.0,0,950000.0,3,7.0,3013.0,3.0,1.0,2.0,-0.2538795785193537,16,6,-0.21295226855273072,10923,16,4,2016,5
3.0,0,955000.0,1,7.0,3013.0,3.0,1.0,1.0,-0.2852572117327185,16,6,-0.21295226855273072,10924,16,4,2016,5
2.0,0,822000.0,1,7.0,3013.0,2.0,1.0,3.0,-0.006987148761562191,16,6,-0.21295226855273072,10925,16,4,2016,5
2.0,0,760000.0,1,7.0,3013.0,3.0,1.0,1.0,-0.0623108704798633,16,6,-0.21295226855273072,10927,16,7,2016,5
4.0,0,1200000.0,1,7.0,3013.0,4.0,2.0,2.0,-0.10772586592025973,16,6,-0.21295226855273072,10928,16,7,2016,5
3.0,0,1005000.0,1,7.0,3013.0,3.0,1.0,1.0,-0.09038559493392655,16,6,-0.21295226855273072,10930,16,7,2016,5
3.0,0,600000.0,4,7.0,3013.0,4.0,1.0,1.0,-0.4520541040774472,16,6,-0.21295226855273072,10931,16,7,2016,5
1.0,2,381000.0,1,7.0,3013.0,1.0,1.0,1.0,-0.4520541040774472,16,6,-0.21295226855273072,10932,17,9,2016,5
4.0,0,1150000.0,1,7.0,3013.0,4.0,2.0,2.0,-0.05405359858160941,16,6,-0.21295226855273072,10934,17,9,2016,5
3.0,0,1020000.0,0,7.0,3013.0,3.0,1.0,1.0,-0.2472737610007506,16,6,-0.21295226855273072,10936,18,3,2017,5
3.0,0,1250000.0,4,7.0,3013.0,3.0,2.0,1.0,-0.2464480338109252,16,6,-0.21295226855273072,10937,18,3,2017,5
4.0,0,1340000.0,4,7.0,3013.0,4.0,2.0,0.0,-0.20681312869930651,16,6,-0.21295226855273072,10940,18,3,2017,5
3.0,0,865000.0,3,7.0,3013.0,3.0,1.0,1.0,-0.2959916652004486,16,6,-0.21295226855273072,10942,18,6,2016,5
3.0,0,781500.0,1,7.0,3013.0,2.0,1.0,2.0,-0.17048113234698936,16,6,-0.21295226855273072,10943,18,6,2016,5
4.0,0,1401000.0,1,7.0,3013.0,4.0,1.0,1.0,-0.199381583990878,16,6,-0.21295226855273072,10944,19,11,2016,5
2.0,0,630000.0,1,7.0,3013.0,2.0,2.0,2.0,-0.3133319361867818,16,6,-0.21295226855273072,10945,19,11,2016,5
5.0,0,1137500.0,1,7.0,3013.0,2.0,3.0,4.0,-0.08377977741532343,16,6,-0.21295226855273072,10947,22,5,2016,5
4.0,0,925000.0,1,7.0,3013.0,4.0,1.0,1.0,-0.214244673407735,16,6,-0.21295226855273072,10949,22,8,2016,5
3.0,0,745000.0,1,7.0,3013.0,2.0,1.0,1.0,-0.1836927673841956,16,6,-0.21295226855273072,10951,23,4,2016,5
4.0,0,1158000.0,1,7.0,3013.0,4.0,1.0,3.0,-0.11268022905921207,16,6,-0.21295226855273072,10952,23,4,2016,5
3.0,0,867000.0,1,7.0,3013.0,3.0,1.0,1.0,-0.29103730206149625,16,6,-0.21295226855273072,10953,23,4,2016,5
3.0,0,955000.0,1,7.0,3013.0,3.0,2.0,2.0,-0.28195430297341695,16,6,-0.21295226855273072,10954,24,9,2016,5
3.0,0,1081000.0,3,7.0,3013.0,3.0,1.0,1.0,-0.08212832303567265,16,6,-0.21295226855273072,10955,24,9,2016,5
3.0,0,725000.0,1,7.0,3013.0,3.0,1.0,5.0,0.008701667845120213,16,6,-0.21295226855273072,10956,24,9,2016,5
2.0,0,767000.0,1,7.0,3013.0,2.0,1.0,0.0,-0.3463610237797974,16,6,-0.21295226855273072,10957,25,2,2017,5
2.0,0,951000.0,1,7.0,3013.0,2.0,1.0,3.0,-0.05075068982230785,16,6,-0.21295226855273072,10959,25,2,2017,5
4.0,0,1028000.0,1,7.0,3013.0,4.0,2.0,2.0,-0.09616568526270428,16,6,-0.21295226855273072,10960,25,2,2017,5
2.0,0,740000.0,1,7.0,3013.0,2.0,1.0,0.0,-0.23653930753302052,16,6,-0.21295226855273072,10961,25,2,2017,5
3.0,0,1450000.0,1,7.0,3013.0,3.0,2.0,2.0,-0.004509967192086023,16,6,-0.21295226855273072,10962,25,2,2017,5
3.0,0,1430000.0,3,7.0,3013.0,3.0,3.0,2.0,-0.1333234088048468,16,6,-0.21295226855273072,10963,25,2,2017,5
3.0,0,1275000.0,3,7.0,3013.0,3.0,1.0,2.0,-0.262962577607433,16,6,-0.21295226855273072,10964,25,2,2017,5
4.0,0,1606000.0,3,7.0,3013.0,4.0,2.0,3.0,-0.07634823270689493,16,6,-0.21295226855273072,10965,26,7,2016,5
4.0,0,970000.0,0,7.0,3013.0,3.0,1.0,2.0,0.09622874996661153,16,6,-0.21295226855273072,10966,27,6,2016,5
2.0,0,780000.0,1,7.0,3013.0,2.0,1.0,1.0,-0.09286277650340272,16,6,-0.21295226855273072,10968,27,6,2016,5
3.0,0,670000.0,0,7.0,3013.0,3.0,1.0,1.0,-0.06974241518829181,16,6,-0.21295226855273072,10970,27,6,2016,5
3.0,0,908000.0,1,7.0,3013.0,3.0,2.0,0.0,-0.3653527491457813,16,6,-0.21295226855273072,10971,27,6,2016,5
3.0,0,1380000.0,1,7.0,3013.0,3.0,2.0,2.0,-0.25800821446848066,16,6,-0.21295226855273072,10972,27,11,2016,5
3.0,0,966000.0,1,7.0,3013.0,3.0,2.0,2.0,-0.07552250551706954,16,6,-0.21295226855273072,10973,27,11,2016,5
2.0,2,480500.0,3,7.0,3013.0,2.0,1.0,1.0,-0.4520541040774472,16,6,-0.21295226855273072,10975,27,11,2016,5
4.0,0,1520000.0,4,7.0,3013.0,4.0,2.0,0.0,-0.23653930753302052,16,6,-0.21295226855273072,10976,27,11,2016,5
3.0,0,845000.0,1,7.0,3013.0,3.0,1.0,2.0,-0.04414487230370473,16,6,-0.21295226855273072,10977,27,11,2016,5
5.0,0,1287000.0,1,7.0,3013.0,5.0,2.0,2.0,-0.04909923544265707,16,6,-0.21295226855273072,10978,27,11,2016,5
3.0,0,980000.0,1,7.0,3013.0,3.0,1.0,2.0,-0.06974241518829181,16,6,-0.21295226855273072,10980,28,5,2016,5
3.0,1,800000.0,4,7.0,3013.0,3.0,2.0,1.0,-0.31250620899695636,16,6,-0.21295226855273072,10981,28,5,2016,5
3.0,0,1460000.0,3,7.0,3013.0,3.0,1.0,2.0,-0.06974241518829181,16,6,-0.21295226855273072,10983,28,5,2016,5
3.0,0,840000.0,1,7.0,3013.0,4.0,1.0,1.0,-0.06396232485951409,16,6,-0.21295226855273072,10986,28,8,2016,5
3.0,0,900500.0,1,7.0,3013.0,2.0,1.0,1.0,-0.2803028485937662,16,6,-0.21295226855273072,10987,28,8,2016,5
2.0,0,850000.0,1,7.0,3013.0,2.0,1.0,1.0,-0.28608293892254394,16,6,-0.21295226855273072,10988,28,8,2016,5
3.0,0,940000.0,1,7.0,3013.0,3.0,2.0,2.0,-0.3108547546173056,16,6,-0.21295226855273072,10989,28,8,2016,5
1.0,2,380000.0,1,9.1,3040.0,1.0,1.0,1.0,-0.4520541040774472,22,6,-1.3497856032566353,10991,3,12,2016,10
4.0,0,1646000.0,1,9.1,3040.0,4.0,3.0,2.0,0.17302137862037276,22,6,-1.3497856032566353,10992,4,3,2017,10
2.0,2,442000.0,1,9.1,3040.0,2.0,1.0,1.0,-0.4520541040774472,22,6,-1.3497856032566353,10994,7,5,2016,10
2.0,2,470000.0,1,9.1,3040.0,2.0,1.0,1.0,0.3538556331921331,22,6,-1.3497856032566353,10995,7,5,2016,10
3.0,0,760000.0,3,9.1,3040.0,3.0,1.0,1.0,-0.18699567614349716,22,6,-1.3497856032566353,10996,7,11,2016,10
4.0,0,1346000.0,1,9.1,3040.0,2.0,2.0,2.0,0.009527395034945603,22,6,-1.3497856032566353,10997,8,10,2016,10
2.0,0,1300000.0,1,9.1,3040.0,3.0,1.0,5.0,-0.01607014784964148,22,6,-1.3497856032566353,10998,8,10,2016,10
3.0,1,935000.0,3,9.1,3040.0,3.0,2.0,2.0,-0.2728713038853377,22,6,-1.3497856032566353,10999,10,9,2016,10
4.0,0,3900000.0,1,9.1,3040.0,4.0,4.0,4.0,0.10118311310556385,22,6,-1.3497856032566353,11002,10,12,2016,10
3.0,2,1160000.0,1,9.1,3040.0,3.0,2.0,1.0,-0.19690440242140184,22,6,-1.3497856032566353,11003,11,2,2017,10
4.0,0,1150000.0,0,9.1,3040.0,4.0,2.0,2.0,0.025216211641628006,22,6,-1.3497856032566353,11004,11,2,2017,10
1.0,0,1720000.0,0,9.1,3040.0,3.0,2.0,1.0,0.1061374762445162,22,6,-1.3497856032566353,11005,15,10,2016,10
2.0,0,1705000.0,1,9.1,3040.0,2.0,1.0,2.0,0.21595919249129303,22,6,-1.3497856032566353,11006,15,10,2016,10
3.0,0,1190000.0,1,9.1,3040.0,3.0,1.0,1.0,-0.06809096080864104,22,6,-1.3497856032566353,11007,17,9,2016,10
2.0,2,380000.0,4,9.1,3040.0,2.0,1.0,1.0,0.061548207993945156,22,6,-1.3497856032566353,11008,18,3,2017,10
2.0,0,840000.0,4,9.1,3040.0,2.0,1.0,1.0,-0.1440578622725769,22,6,-1.3497856032566353,11009,18,3,2017,10
5.0,0,1740000.0,1,9.1,3040.0,3.0,3.0,2.0,0.24073100818605472,22,6,-1.3497856032566353,11010,18,6,2016,10
3.0,0,1860000.0,1,9.1,3040.0,3.0,2.0,2.0,-0.19525294804175106,22,6,-1.3497856032566353,11011,19,11,2016,10
3.0,0,1195000.0,1,9.1,3040.0,3.0,2.0,2.0,-0.04249341792405395,22,6,-1.3497856032566353,11012,19,11,2016,10
4.0,0,1200000.0,4,9.1,3040.0,4.0,2.0,2.0,0.025216211641628006,22,6,-1.3497856032566353,11013,19,11,2016,10
3.0,2,726000.0,1,9.1,3040.0,3.0,1.0,1.0,-0.262962577607433,22,6,-1.3497856032566353,11016,24,9,2016,10
4.0,0,1325000.0,0,9.1,3040.0,4.0,2.0,2.0,0.10448602186486541,22,6,-1.3497856032566353,11017,25,2,2017,10
3.0,1,1300000.0,3,9.1,3040.0,3.0,3.0,1.0,0.03760211948900885,22,6,-1.3497856032566353,11018,25,2,2017,10
2.0,2,373000.0,1,9.1,3040.0,2.0,1.0,1.0,-0.4520541040774472,22,6,-1.3497856032566353,11020,27,11,2016,10
2.0,0,670000.0,3,9.1,3040.0,2.0,1.0,2.0,-0.4520541040774472,22,6,-1.3497856032566353,11021,27,11,2016,10
5.0,0,2400000.0,1,9.1,3040.0,3.0,2.0,2.0,0.6337771505429403,22,6,-1.3497856032566353,11022,28,5,2016,10
4.0,0,1350000.0,1,9.1,3040.0,3.0,2.0,2.0,0.4364283521746721,22,6,-1.3497856032566353,11023,28,5,2016,10
3.0,0,773000.0,1,9.5,3081.0,3.0,1.0,2.0,0.06485111675324672,0,0,-1.5209927034630433,11026,6,8,2016,2
3.0,0,885000.0,1,9.5,3081.0,3.0,1.0,1.0,0.0978802043462623,0,0,-1.5209927034630433,11028,12,11,2016,2
3.0,0,770000.0,1,9.5,3081.0,3.0,1.0,4.0,0.17715001456949972,0,0,-1.5209927034630433,11029,16,4,2016,2
2.0,0,855000.0,1,9.5,3081.0,2.0,1.0,0.0,0.12017483847154782,0,0,-1.5209927034630433,11032,18,3,2017,2
3.0,0,645000.0,3,9.5,3081.0,3.0,1.0,2.0,0.06897975270237366,0,0,-1.5209927034630433,11034,22,5,2016,2
3.0,0,720000.0,3,9.5,3081.0,3.0,2.0,1.0,-0.2613111232277822,0,0,-1.5209927034630433,11036,25,2,2017,2
3.0,0,625000.0,0,9.5,3081.0,3.0,1.0,2.0,0.05081375452621509,0,0,-1.5209927034630433,11037,28,5,2016,2
3.0,2,828000.0,1,9.5,3081.0,3.0,1.0,0.0,0.07723702460062756,0,0,-1.5209927034630433,11038,30,7,2016,2
3.0,2,676000.0,1,9.5,3081.0,3.0,1.0,0.0,0.04751084576691353,0,0,-1.5209927034630433,11039,30,7,2016,2
3.0,0,1310000.0,1,4.5,3057.0,3.0,1.0,2.0,-0.07552250551706954,24,2,-0.44259260216291946,11040,3,12,2016,3
4.0,0,856000.0,1,4.5,3057.0,4.0,2.0,2.0,-0.33975520626119426,24,2,-0.44259260216291946,11041,3,12,2016,3
2.0,0,580000.0,1,4.5,3057.0,2.0,1.0,1.0,-0.4520541040774472,24,2,-0.44259260216291946,11044,4,3,2017,3
2.0,2,675000.0,1,4.5,3057.0,2.0,2.0,1.0,-0.4520541040774472,24,2,-0.44259260216291946,11045,4,3,2017,3
3.0,0,1350000.0,3,4.5,3057.0,3.0,1.0,2.0,-0.11598313781851363,24,2,-0.44259260216291946,11047,4,3,2017,3
3.0,1,940000.0,1,4.5,3057.0,3.0,1.0,2.0,-0.27617421264463926,24,2,-0.44259260216291946,11048,4,3,2017,3
3.0,0,930000.0,0,4.5,3057.0,3.0,2.0,2.0,-0.33810375188154346,24,2,-0.44259260216291946,11049,4,3,2017,3
3.0,0,1495000.0,1,4.5,3057.0,3.0,1.0,1.0,-0.2381907619126713,24,2,-0.44259260216291946,11050,4,3,2017,3
4.0,0,1550000.0,1,4.5,3057.0,4.0,2.0,2.0,-0.06396232485951409,24,2,-0.44259260216291946,11052,4,6,2016,3
4.0,0,1815000.0,1,4.5,3057.0,4.0,1.0,1.0,-0.25965966884813146,24,2,-0.44259260216291946,11053,6,8,2016,3
4.0,0,1625000.0,1,4.5,3057.0,4.0,2.0,2.0,0.2266936459590231,24,2,-0.44259260216291946,11055,7,5,2016,3
3.0,1,899000.0,3,4.5,3057.0,3.0,2.0,1.0,-0.35626975005770206,24,2,-0.44259260216291946,11056,7,5,2016,3
2.0,2,435000.0,1,4.5,3057.0,2.0,1.0,1.0,-0.2893858476818455,24,2,-0.44259260216291946,11060,8,10,2016,3
2.0,2,570000.0,0,4.5,3057.0,2.0,2.0,1.0,-0.4520541040774472,24,2,-0.44259260216291946,11061,8,10,2016,3
4.0,0,1900000.0,1,4.5,3057.0,4.0,2.0,1.0,-0.2646140319870838,24,2,-0.44259260216291946,11062,10,9,2016,3
2.0,0,1080000.0,1,4.5,3057.0,2.0,1.0,0.0,-0.29268875644114706,24,2,-0.44259260216291946,11063,10,9,2016,3
4.0,0,1280000.0,1,4.5,3057.0,4.0,2.0,0.0,-0.3191120265155595,24,2,-0.44259260216291946,11064,10,12,2016,3
2.0,2,656000.0,1,4.5,3057.0,2.0,1.0,1.0,-0.4520541040774472,24,2,-0.44259260216291946,11065,10,12,2016,3
2.0,2,570000.0,0,4.5,3057.0,2.0,1.0,2.0,0.5289097974351157,24,2,-0.44259260216291946,11066,11,2,2017,3
4.0,0,1290000.0,1,4.5,3057.0,4.0,2.0,2.0,-0.06561377923916487,24,2,-0.44259260216291946,11067,11,3,2017,3
3.0,0,1170000.0,1,4.5,3057.0,3.0,2.0,0.0,-0.2992945739597502,24,2,-0.44259260216291946,11070,15,10,2016,3
1.0,2,370000.0,4,4.5,3057.0,1.0,1.0,1.0,-0.4520541040774472,24,2,-0.44259260216291946,11071,15,10,2016,3
2.0,2,510000.0,1,4.5,3057.0,2.0,1.0,1.0,-0.4520541040774472,24,2,-0.44259260216291946,11072,16,4,2016,3
3.0,0,1574000.0,1,4.5,3057.0,3.0,3.0,2.0,-0.1746097682961163,24,2,-0.44259260216291946,11073,16,4,2016,3
2.0,2,665000.0,1,4.5,3057.0,2.0,1.0,1.0,-0.4520541040774472,24,2,-0.44259260216291946,11074,16,7,2016,3
2.0,2,590000.0,4,4.5,3057.0,2.0,2.0,1.0,-0.4520541040774472,24,2,-0.44259260216291946,11075,17,9,2016,3
2.0,0,1024000.0,1,4.5,3057.0,2.0,1.0,1.0,-0.3298464799832896,24,2,-0.44259260216291946,11076,17,9,2016,3
3.0,0,1125000.0,1,4.5,3057.0,3.0,1.0,2.0,-0.14736077103187845,24,2,-0.44259260216291946,11078,18,3,2017,3
2.0,2,390000.0,0,4.5,3057.0,2.0,1.0,1.0,-0.4520541040774472,24,2,-0.44259260216291946,11082,18,3,2017,3
3.0,1,800000.0,4,4.5,3057.0,3.0,3.0,2.0,-0.4520541040774472,24,2,-0.44259260216291946,11083,18,6,2016,3
3.0,0,1679000.0,1,4.5,3057.0,3.0,2.0,0.0,-0.1828670401943702,24,2,-0.44259260216291946,11084,19,11,2016,3
3.0,1,1050000.0,0,4.5,3057.0,3.0,3.0,2.0,-0.38021583856263835,24,2,-0.44259260216291946,11085,19,11,2016,3
2.0,0,957000.0,1,4.5,3057.0,2.0,1.0,1.0,-0.3298464799832896,24,2,-0.44259260216291946,11087,22,5,2016,3
3.0,0,825000.0,0,4.5,3057.0,3.0,1.0,1.0,-0.27617421264463926,24,2,-0.44259260216291946,11088,22,5,2016,3
3.0,0,998000.0,1,4.5,3057.0,3.0,1.0,2.0,-0.36617847633560674,24,2,-0.44259260216291946,11091,23,4,2016,3
3.0,1,1010000.0,1,4.5,3057.0,3.0,2.0,1.0,-0.4520541040774472,24,2,-0.44259260216291946,11092,23,4,2016,3
3.0,0,910000.0,1,4.5,3057.0,2.0,1.0,1.0,-0.2613111232277822,24,2,-0.44259260216291946,11094,24,9,2016,3
3.0,0,1050000.0,1,4.5,3057.0,3.0,1.0,1.0,-0.2216762181161635,24,2,-0.44259260216291946,11097,27,6,2016,3
2.0,2,445000.0,1,4.5,3057.0,2.0,1.0,1.0,-0.4520541040774472,24,2,-0.44259260216291946,11099,27,6,2016,3
2.0,0,970000.0,1,4.5,3057.0,1.0,1.0,1.0,-0.27617421264463926,24,2,-0.44259260216291946,11100,27,6,2016,3
3.0,0,1600000.0,1,4.5,3057.0,3.0,1.0,2.0,0.2184363740607692,24,2,-0.44259260216291946,11102,27,11,2016,3
3.0,0,1325000.0,0,4.5,3057.0,3.0,2.0,2.0,-0.2951659380106232,24,2,-0.44259260216291946,11103,27,11,2016,3
2.0,2,480000.0,0,4.5,3057.0,2.0,2.0,1.0,-0.4520541040774472,24,2,-0.44259260216291946,11105,28,5,2016,3
2.0,2,400000.0,3,4.5,3057.0,2.0,1.0,1.0,-0.4520541040774472,24,2,-0.44259260216291946,11106,28,5,2016,3
3.0,2,570000.0,1,4.5,3057.0,2.0,1.0,1.0,-0.4520541040774472,24,2,-0.44259260216291946,11108,28,5,2016,3
2.0,1,771000.0,3,4.5,3057.0,2.0,2.0,2.0,-0.4520541040774472,24,2,-0.44259260216291946,11109,28,5,2016,3
3.0,0,1335000.0,1,4.5,3057.0,3.0,1.0,2.0,-0.1977301296112272,24,2,-0.44259260216291946,11113,30,7,2016,3
2.0,2,420000.0,0,4.5,3057.0,2.0,1.0,1.0,-0.4520541040774472,24,2,-0.44259260216291946,11114,30,7,2016,3
3.0,1,805000.0,1,4.5,3057.0,2.0,1.0,1.0,-0.4520541040774472,24,2,-0.44259260216291946,11115,30,7,2016,3
3.0,1,892000.0,1,4.5,3057.0,3.0,2.0,1.0,-0.4520541040774472,24,2,-0.44259260216291946,11116,30,7,2016,3
2.0,0,1005000.0,3,3.5,3121.0,2.0,1.0,0.0,-0.4520541040774472,31,2,-1.601025770226198,11117,3,12,2016,8
2.0,0,1231010.0,3,3.5,3121.0,2.0,1.0,2.0,-0.2662654863667346,31,2,-1.601025770226198,11118,10,12,2016,8
2.0,0,881000.0,3,3.5,3121.0,2.0,1.0,1.0,-0.31002902742748023,31,2,-1.601025770226198,11119,16,4,2016,8
2.0,0,1202500.0,1,3.5,3121.0,2.0,1.0,1.0,-0.32902075279346416,31,2,-1.601025770226198,11120,24,9,2016,8
3.0,0,1435000.0,1,3.5,3121.0,3.0,1.0,0.0,-0.3017717555292263,31,2,-1.601025770226198,11121,25,2,2017,8
3.0,0,368000.0,3,14.5,3061.0,3.0,1.0,2.0,0.04338220981778658,11,2,-1.271116736495125,11122,3,12,2016,1
3.0,0,455000.0,1,14.5,3061.0,3.0,1.0,1.0,0.18045292332880128,11,2,-1.271116736495125,11124,3,12,2016,1
3.0,2,735000.0,3,1.8,3053.0,3.0,1.0,2.0,2.4008333367692742,18,2,-0.15770216848612098,11130,3,12,2016,2
2.0,0,1460000.0,1,1.8,3053.0,2.0,1.0,0.0,-0.3703071122847337,18,2,-0.15770216848612098,11131,4,3,2017,2
3.0,2,860000.0,0,1.8,3053.0,2.0,2.0,1.0,-0.4520541040774472,18,2,-0.15770216848612098,11132,4,6,2016,2
3.0,0,1662000.0,1,1.8,3053.0,3.0,1.0,0.0,-0.35461829567805125,18,2,-0.15770216848612098,11133,7,5,2016,2
3.0,0,1590000.0,3,1.8,3053.0,2.0,2.0,2.0,-0.3694813850949083,18,2,-0.15770216848612098,11134,7,5,2016,2
2.0,2,610250.0,1,1.8,3053.0,2.0,1.0,1.0,-0.4520541040774472,18,2,-0.15770216848612098,11135,7,5,2016,2
2.0,0,720000.0,0,1.8,3053.0,2.0,1.0,1.0,-0.35544402286787663,18,2,-0.15770216848612098,11136,7,5,2016,2
2.0,0,840000.0,3,1.8,3053.0,2.0,1.0,0.0,-0.3975561095489715,18,2,-0.15770216848612098,11137,8,10,2016,2
2.0,2,795000.0,1,1.8,3053.0,2.0,2.0,1.0,-0.4520541040774472,18,2,-0.15770216848612098,11139,10,12,2016,2
2.0,2,705000.0,1,1.8,3053.0,2.0,1.0,1.0,-0.4520541040774472,18,2,-0.15770216848612098,11140,12,11,2016,2
1.0,2,435000.0,1,1.8,3053.0,1.0,1.0,1.0,-0.4520541040774472,18,2,-0.15770216848612098,11141,13,8,2016,2
4.0,0,1630100.0,1,1.8,3053.0,4.0,2.0,0.0,-0.3430581150204958,18,2,-0.15770216848612098,11144,14,5,2016,2
2.0,2,480000.0,4,1.8,3053.0,2.0,1.0,1.0,-0.4520541040774472,18,2,-0.15770216848612098,11145,14,5,2016,2
4.0,0,1600000.0,0,1.8,3053.0,4.0,2.0,1.0,0.07228266146167522,18,2,-0.15770216848612098,11146,14,5,2016,2
2.0,2,500000.0,1,1.8,3053.0,2.0,2.0,1.0,-0.4520541040774472,18,2,-0.15770216848612098,11147,14,5,2016,2
3.0,0,920000.0,3,1.8,3053.0,3.0,1.0,0.0,-0.35214111410857507,18,2,-0.15770216848612098,11148,15,10,2016,2
3.0,0,1600000.0,3,1.8,3053.0,2.0,3.0,1.0,-0.4520541040774472,18,2,-0.15770216848612098,11150,17,9,2016,2
2.0,0,1010000.0,1,1.8,3053.0,2.0,1.0,0.0,-0.36865565790508287,18,2,-0.15770216848612098,11151,18,3,2017,2
3.0,2,875000.0,1,1.8,3053.0,3.0,1.0,1.0,-0.4520541040774472,18,2,-0.15770216848612098,11152,18,3,2017,2
