Suburb,Address,Rooms,Type,Price,Method,SellerG,Distance,Postcode,Bedroom2,Bathroom,Car,Landsize,BuildingArea,YearBuilt,CouncilArea,Lattitude,Longtitude,Regionname,Propertycount,HouseID,DaySold,MonthSold,YearSold,Schools nearby
Ferntree Gully,42 Bryden Dr,4,h,850000.0,S,Noel,24.8,3156.0,4.0,2.0,1.0,738.0,148.0,1985.0,Knox City Council,-37.89863,145.26708,Eastern Metropolitan,10788.0,18513,15,7,2017,10
Fitzroy,205/96 Charles St,1,u,490000.0,S,hockingstuart,2.1,3065.0,1.0,1.0,1.0,0.0,57.0,2013.0,Yarra City Council,-37.80348,144.98257,Northern Metropolitan,5825.0,18515,15,7,2017,4
Footscray,5/248 Gordon St,2,u,395000.0,S,Sweeney,5.1,3011.0,2.0,1.0,1.0,0.0,73.0,1970.0,Maribyrnong City Council,-37.79711,144.88825,Western Metropolitan,7570.0,18521,15,7,2017,7
Footscray,27 Leander St,2,h,991000.0,S,Village,5.1,3011.0,2.0,1.0,1.0,318.0,106.0,1910.0,Maribyrnong City Council,-37.79529,144.88453,Western Metropolitan,7570.0,18522,15,7,2017,7
Forest Hill,35 Panorama Dr,4,h,945000.0,S,Ray,15.4,3131.0,4.0,2.0,2.0,294.0,194.0,2010.0,Whitehorse City Council,-37.85156,145.16923,Eastern Metropolitan,4385.0,18525,15,7,2017,4
Forest Hill,52 Parkmore Rd,2,h,1020000.0,S,Ray,15.4,3131.0,2.0,1.0,1.0,581.0,116.4,1970.0,Whitehorse City Council,-37.84207,145.17795,Eastern Metropolitan,4385.0,18526,15,7,2017,4
Frankston,12 Tantani St,3,h,506000.0,S,Aquire,38.0,3199.0,3.0,1.0,4.0,578.0,123.0,1984.0,Frankston City Council,-38.13743,145.16702,South-Eastern Metropolitan,17055.0,18530,15,7,2017,18
Frankston,50 Towerhill Rd,4,h,755000.0,S,Ray,38.0,3199.0,4.0,1.0,1.0,622.0,163.0,1960.0,Frankston City Council,-38.16146,145.12997,South-Eastern Metropolitan,17055.0,18531,15,7,2017,18
Gisborne,1/12 Rodney St,3,h,426000.0,S,Raine,45.9,3437.0,3.0,1.0,1.0,412.0,103.0,1950.0,Macedon Ranges Shire Council,-37.49175,144.59565,Northern Victoria,3376.0,18533,15,7,2017,3
Glen Iris,3/14 Charles St,2,u,540000.0,S,Woodards,7.3,3146.0,2.0,1.0,1.0,0.0,77.0,1960.0,Boroondara City Council,-37.85145,145.09107,Southern Metropolitan,10412.0,18535,15,7,2017,6
Glen Waverley,2/25 Fernhill St,2,u,960000.0,S,Ray,16.7,3150.0,2.0,1.0,1.0,229.0,101.0,1990.0,Monash City Council,-37.87606,145.15951,Eastern Metropolitan,15321.0,18537,15,7,2017,21
Glen Waverley,707 Waverley Rd,5,h,1116500.0,S,Harcourts,16.7,3150.0,5.0,2.0,2.0,701.0,182.85,1960.0,Monash City Council,-37.88902,145.16678,Eastern Metropolitan,15321.0,18538,15,7,2017,21
Greensborough,1/111 Nepean St,2,u,585000.0,S,Darren,16.1,3088.0,2.0,1.0,1.0,240.0,79.0,1965.0,Banyule City Council,-37.71254,145.09705,Northern Metropolitan,8524.0,18543,15,7,2017,11
Greensborough,13 Stowe Av,4,h,800000.0,S,Darren,16.1,3088.0,4.0,2.0,2.0,626.0,169.0,1960.0,Banyule City Council,-37.70859,145.10464,Northern Metropolitan,8524.0,18545,15,7,2017,11
Greensborough,54 Warralong Av,3,h,896000.0,S,Fletchers,16.1,3088.0,3.0,2.0,1.0,653.0,130.0,1970.0,Banyule City Council,-37.71846,145.09689,Northern Metropolitan,8524.0,18547,15,7,2017,11
Hawthorn,15/1 Muir St,3,u,1150000.0,S,Marshall,5.3,3122.0,3.0,2.0,1.0,5259.0,119.0,2000.0,Boroondara City Council,-37.81442,145.01531,Southern Metropolitan,11308.0,18556,15,7,2017,8
Hawthorn,24/1 Muir St,3,h,1100000.0,S,Marshall,5.3,3122.0,3.0,2.0,1.0,109.0,109.5,1999.0,Boroondara City Council,-37.81442,145.01531,Southern Metropolitan,11308.0,18557,15,7,2017,8
Heathmont,1/34 Campbell St,2,u,525000.0,S,Fletchers,21.3,3135.0,2.0,1.0,1.0,0.0,80.0,1980.0,Maroondah City Council,-37.82118,145.24138,Eastern Metropolitan,3794.0,18561,15,7,2017,7
Heidelberg Heights,2/3 Mary Av,2,t,650000.0,S,Barry,8.8,3081.0,2.0,1.0,1.0,140.0,107.0,2013.0,Banyule City Council,-37.74835,145.05042,Eastern Metropolitan,2947.0,18563,15,7,2017,2
Heidelberg West,54 Alamein Rd,2,h,580000.0,S,Harcourts,8.8,3081.0,2.0,1.0,2.0,498.0,75.0,1955.0,Banyule City Council,-37.73759,145.04236,Eastern Metropolitan,2674.0,18564,15,7,2017,2
Hoppers Crossing,30 Don Av,3,h,536500.0,S,Reliance,18.4,3029.0,3.0,2.0,4.0,578.0,129.7,1972.0,Wyndham City Council,-37.87326,144.69103,Western Metropolitan,13830.0,18568,15,7,2017,23
Keilor Downs,11 Cromer Pl,4,h,705000.0,PI,Brad,15.5,3038.0,4.0,2.0,3.0,815.0,198.0,2000.0,Brimbank City Council,-37.71757,144.81328,Western Metropolitan,3656.0,18576,15,7,2017,6
Keilor Downs,4 Nandeen Ct,4,h,590000.0,VB,Brad,15.5,3038.0,4.0,2.0,2.0,757.0,152.0,1980.0,Brimbank City Council,-37.72483,144.8143,Western Metropolitan,3656.0,18577,15,7,2017,6
Keilor East,54 David Av,3,h,920000.0,SP,Nelson,11.7,3033.0,3.0,2.0,1.0,313.0,140.0,1960.0,Brimbank City Council,-37.74214,144.86965,Western Metropolitan,5629.0,18578,15,7,2017,4
Keilor East,44 Granite Wy,4,h,1100000.0,VB,Nelson,11.7,3033.0,4.0,4.0,2.0,500.0,267.0,2011.0,Brimbank City Council,-37.73573,144.87531,Western Metropolitan,5629.0,18579,15,7,2017,4
Keilor East,14 Noga Av,3,h,840000.0,VB,Whiting,11.7,3033.0,3.0,1.0,2.0,575.0,138.0,1970.0,Brimbank City Council,-37.74316,144.87894,Western Metropolitan,5629.0,18580,15,7,2017,4
Kensington,11/12 Mawbey St,2,u,535000.0,PI,Edward,3.4,3031.0,2.0,2.0,1.0,0.0,110.0,1998.0,Melbourne City Council,-37.79013,144.92359,Northern Metropolitan,5263.0,18583,15,7,2017,7
Kew,2/8 Pleasant Av,3,h,1080000.0,S,Marshall,5.4,3101.0,3.0,2.0,2.0,151.0,103.0,1960.0,Boroondara City Council,-37.80509,145.05572,Southern Metropolitan,10331.0,18584,15,7,2017,12
Keysborough,3 Oakwood Dr,4,h,575000.0,S,hockingstuart,25.2,3173.0,4.0,1.0,2.0,384.0,131.0,1975.0,Greater Dandenong City Council,-37.99318,145.15939,South-Eastern Metropolitan,8459.0,18586,15,7,2017,6
Maidstone,20 Jackson St,3,h,930000.0,S,Jas,6.4,3012.0,3.0,1.0,4.0,545.0,116.0,1940.0,Maribyrnong City Council,-37.78571,144.87346,Western Metropolitan,3873.0,18596,15,7,2017,3
Maidstone,76A Norfolk St,2,t,650000.0,S,Jas,6.4,3012.0,2.0,2.0,1.0,279.0,104.0,2013.0,Maribyrnong City Council,-37.78799,144.87515,Western Metropolitan,3873.0,18597,15,7,2017,3
Maidstone,72B Richelieu St,3,t,702000.0,S,Jas,6.4,3012.0,3.0,2.0,2.0,189.0,131.0,2000.0,Maribyrnong City Council,-37.78606,144.87205,Western Metropolitan,3873.0,18598,15,7,2017,3
Maribyrnong,403/77 Village Wy,2,u,440000.0,VB,Woodards,4.3,3032.0,2.0,1.0,2.0,0.0,93.0,2003.0,Maribyrnong City Council,-37.77117,144.88041,Western Metropolitan,4918.0,18602,15,7,2017,7
Meadow Heights,13 Allendale Ct,3,h,520000.0,S,RW,17.4,3048.0,3.0,1.0,1.0,631.0,111.0,1960.0,Hume City Council,-37.66004,144.92338,Northern Metropolitan,4704.0,18603,15,7,2017,4
Meadow Heights,11 Hermitage Ct,3,h,520000.0,S,Stockdale,17.4,3048.0,3.0,1.0,2.0,798.0,128.0,1985.0,Hume City Council,-37.65384,144.92272,Northern Metropolitan,4704.0,18606,15,7,2017,4
Meadow Heights,16 Papworth Pl,4,h,515000.0,PI,RW,17.4,3048.0,4.0,3.0,0.0,653.0,122.0,1985.0,Hume City Council,-37.65155,144.91912,Northern Metropolitan,4704.0,18607,15,7,2017,4
Melbourne,806/22 Coromandel Pl,2,u,387000.0,S,Galldon,0.0,3000.0,2.0,1.0,0.0,0.0,47.0,2011.0,Melbourne City Council,-37.81301,144.96924,Northern Metropolitan,17496.0,18609,15,7,2017,3
Melton South,15 Kurrajong Cr,3,h,336000.0,S,hockingstuart,29.8,3338.0,3.0,1.0,1.0,580.0,116.0,1975.0,Melton City Council,-37.70153,144.57243,Western Victoria,4718.0,18611,15,7,2017,7
Melton South,23 Neerim St,4,h,426000.0,S,Raine,29.8,3338.0,4.0,2.0,3.0,655.0,142.0,1975.0,Melton City Council,-37.69548,144.56775,Western Victoria,4718.0,18612,15,7,2017,7
Mill Park,46 Buckmaster Dr,3,h,775500.0,S,Harcourts,17.9,3082.0,3.0,1.0,4.0,840.0,125.0,1980.0,Whittlesea City Council,-37.66919,145.06799,Northern Metropolitan,10529.0,18616,15,7,2017,6
Mill Park,14 Malua Cr,3,h,726000.0,S,Love,17.9,3082.0,3.0,2.0,2.0,615.0,132.0,1982.0,Whittlesea City Council,-37.67519,145.06201,Northern Metropolitan,10529.0,18617,15,7,2017,6
Mill Park,6 Whernside Ct,4,h,710000.0,S,Ray,17.9,3082.0,4.0,1.0,2.0,666.0,123.0,1985.0,Whittlesea City Council,-37.67626,145.0659,Northern Metropolitan,10529.0,18618,15,7,2017,6
Montmorency,2/22 Looker Rd,3,t,820000.0,S,Buckingham,16.2,3094.0,3.0,2.0,2.0,260.0,157.0,2010.0,Banyule City Council,-37.72394,145.12456,Eastern Metropolitan,3891.0,18620,15,7,2017,4
Moonee Ponds,115 Eglinton St,4,h,1425000.0,S,Jellis,6.2,3039.0,4.0,2.0,2.0,388.0,151.0,1890.0,Moonee Valley City Council,-37.7685,144.91103,Western Metropolitan,6232.0,18624,15,7,2017,3
Moorabbin,10 Barilla Rd,3,t,935000.0,SP,Buxton,14.3,3189.0,3.0,2.0,2.0,280.0,109.0,1985.0,Kingston City Council,-37.94111,145.0431,Southern Metropolitan,2555.0,18625,15,7,2017,5
Mount Waverley,46 Sesame St,5,h,2248000.0,S,Jellis,14.2,3149.0,5.0,5.0,2.0,729.0,398.0,2016.0,Monash City Council,-37.86582,145.14824,Eastern Metropolitan,13366.0,18635,15,7,2017,10
Mount Waverley,2 Viewbank Rd,3,h,1260000.0,PI,Buxton,14.2,3149.0,3.0,1.0,2.0,743.0,148.47,1960.0,Monash City Council,-37.8958,145.11969,Eastern Metropolitan,13366.0,18636,15,7,2017,10
Mulgrave,27 Glencairn St,5,h,960000.0,S,Ray,18.8,3170.0,5.0,2.0,1.0,731.0,130.0,1965.0,Monash City Council,-37.9298,145.16524,South-Eastern Metropolitan,7113.0,18639,15,7,2017,5
Murrumbeena,9/14 Wahroongaa Cr,3,t,956000.0,S,Woodards,10.1,3163.0,3.0,2.0,1.0,137.0,137.0,1994.0,Glen Eira City Council,-37.887,145.07303,Southern Metropolitan,4442.0,18644,15,7,2017,5
Narre Warren,2 Ireland Av,3,h,605000.0,SP,Only,34.1,3805.0,3.0,2.0,2.0,688.0,121.0,1990.0,Casey City Council,-38.037,145.30862,South-Eastern Metropolitan,9376.0,18646,15,7,2017,12
Niddrie,42 Newman Cr,4,h,950000.0,SP,Nelson,10.4,3042.0,4.0,1.0,2.0,558.0,148.0,1970.0,Moonee Valley City Council,-37.73834,144.88197,Western Metropolitan,2291.0,18649,15,7,2017,4
North Melbourne,1/150 Peel St,2,u,541000.0,S,Nelson,1.8,3051.0,2.0,1.0,1.0,0.0,53.0,2004.0,Melbourne City Council,-37.8044,144.95657,Northern Metropolitan,6821.0,18654,15,7,2017,5
Northcote,179 Arthurton Rd,3,h,1307500.0,S,Ray,5.3,3070.0,3.0,2.0,0.0,258.0,124.0,1920.0,Darebin City Council,-37.76788,144.98621,Northern Metropolitan,11364.0,18656,15,7,2017,6
Notting Hill,3 Risdon Dr,4,h,1211000.0,S,One,16.7,3168.0,4.0,3.0,3.0,727.0,167.0,1970.0,Monash City Council,-37.90779,145.15042,Southern Metropolitan,902.0,18661,15,7,2017,3
Oakleigh,42 Bishop St,4,h,1610000.0,S,Buxton,12.3,3166.0,4.0,2.0,2.0,592.0,193.0,1950.0,Monash City Council,-37.90821,145.09314,Southern Metropolitan,3224.0,18666,15,7,2017,7
Oakleigh East,3 McKenzie Ct,2,h,1150000.0,S,Ray,12.3,3166.0,2.0,1.0,3.0,622.0,122.0,1970.0,Monash City Council,-37.90168,145.11081,Southern Metropolitan,2547.0,18668,15,7,2017,7
Pakenham,4 Toorang Ct,4,h,435000.0,S,C21,47.3,3810.0,4.0,2.0,2.0,553.0,553.0,2005.0,Cardinia Shire Council,-38.08699,145.48273,Eastern Victoria,17384.0,18673,15,7,2017,9
Parkdale,1/6 Birdwood St,3,t,1190000.0,PI,Hodges,21.5,3195.0,3.0,2.0,2.0,0.0,131.0,2013.0,Kingston City Council,-37.99577,145.07215,South-Eastern Metropolitan,5087.0,18674,15,7,2017,11
Parkdale,4/25 White St,1,t,503750.0,SP,Barry,21.5,3195.0,1.0,1.0,1.0,80.0,88.0,2007.0,Kingston City Council,-37.99825,145.08696,South-Eastern Metropolitan,5087.0,18676,15,7,2017,11
Point Cook,84 Beachview Pde,4,h,690000.0,VB,hockingstuart,14.7,3030.0,4.0,2.0,2.0,540.0,531.0,2012.0,Wyndham City Council,-37.90715,144.76527,Western Metropolitan,15542.0,18682,15,7,2017,23
Point Cook,49 Lindsay Gdns,4,h,596000.0,S,hockingstuart,14.7,3030.0,4.0,2.0,2.0,416.0,182.9,2006.0,Wyndham City Council,-37.89279,144.73158,Western Metropolitan,15542.0,18683,15,7,2017,23
Point Cook,15 Metcalf Wy,4,h,698000.0,S,hockingstuart,14.7,3030.0,4.0,2.0,2.0,448.0,190.0,2012.0,Wyndham City Council,-37.8914,144.72014,Western Metropolitan,15542.0,18684,15,7,2017,23
Prahran,6/299 Dandenong Rd,2,u,500000.0,SP,hockingstuart,4.6,3181.0,2.0,1.0,1.0,0.0,78.0,1960.0,Stonnington City Council,-37.85924,145.00563,Southern Metropolitan,7717.0,18688,15,7,2017,3
Reservoir,66 Crookston Rd,3,h,953000.0,S,Ray,12.0,3073.0,3.0,1.0,2.0,743.0,115.0,1970.0,Darebin City Council,-37.70964,145.0171,Northern Metropolitan,21650.0,18697,15,7,2017,14
Reservoir,6/767 High St,2,u,468000.0,S,Nelson,12.0,3073.0,2.0,1.0,1.0,0.0,81.0,2012.0,Darebin City Council,-37.72919,145.00533,Northern Metropolitan,21650.0,18698,15,7,2017,14
Reservoir,2/27 Horton St,2,t,710000.0,S,Raine,12.0,3073.0,2.0,2.0,1.0,126.0,138.0,2013.0,Darebin City Council,-37.72357,144.98562,Northern Metropolitan,21650.0,18699,15,7,2017,14
Reservoir,1/118 Rathcown Rd,2,u,502000.0,SP,Barry,12.0,3073.0,2.0,1.0,2.0,230.0,69.0,2015.0,Darebin City Council,-37.709,145.02014,Northern Metropolitan,21650.0,18704,15,7,2017,14
Richmond,201/65 Stawell St,2,u,800000.0,VB,hockingstuart,2.4,3121.0,2.0,2.0,2.0,0.0,89.0,2008.0,Yarra City Council,-37.82201,145.0104,Northern Metropolitan,14949.0,18709,15,7,2017,8
Ringwood East,2/9 Green St,3,h,710000.0,S,Noel,21.3,3135.0,3.0,1.0,2.0,314.0,88.0,1989.0,Maroondah City Council,-37.81953,145.24907,Eastern Metropolitan,4407.0,18711,15,7,2017,7
Rowville,3 Barwon Ct,3,h,735000.0,S,Barry,23.5,3178.0,3.0,2.0,1.0,721.0,143.0,1984.0,Knox City Council,-37.91713,145.24706,South-Eastern Metropolitan,11667.0,18715,15,7,2017,6
Rowville,2 Wallingford Pl,3,h,755000.0,S,Harcourts,23.5,3178.0,3.0,2.0,2.0,551.0,178.0,2003.0,Knox City Council,-37.94266,145.24662,South-Eastern Metropolitan,11667.0,18717,15,7,2017,6
Roxburgh Park,16 Reading Cl,3,h,537000.0,S,Raine,20.6,3064.0,3.0,2.0,2.0,640.0,156.0,1994.0,Hume City Council,-37.63799,144.92924,Northern Metropolitan,5833.0,18718,15,7,2017,17
Seaford,14/10 Claude St,2,t,386000.0,S,hockingstuart,35.4,3198.0,2.0,1.0,1.0,150.0,106.0,1970.0,Frankston City Council,-38.12477,145.13668,South-Eastern Metropolitan,8077.0,18719,15,7,2017,8
Seaford,10 Maple St,4,h,763000.0,S,U,35.4,3198.0,4.0,2.0,4.0,611.0,184.75,1980.0,Frankston City Council,-38.10226,145.14459,South-Eastern Metropolitan,8077.0,18720,15,7,2017,8
Seaford,210 Seaford Rd,4,h,768000.0,S,Buxton,35.4,3198.0,4.0,2.0,3.0,542.0,170.0,1970.0,Frankston City Council,-38.11161,145.15011,South-Eastern Metropolitan,8077.0,18722,15,7,2017,8
South Melbourne,26 Bridport St,3,h,2800000.0,VB,Greg,1.9,3205.0,3.0,2.0,2.0,216.0,193.74,1860.0,Port Phillip City Council,-37.83863,144.96208,Southern Metropolitan,5943.0,18723,15,7,2017,3
South Morang,16/74 Thomas St,2,t,345000.0,SP,Harcourts,20.5,3752.0,2.0,1.0,1.0,305.0,131.0,1999.0,Whittlesea City Council,-37.6522,145.09261,Northern Metropolitan,7969.0,18725,15,7,2017,3
South Yarra,906/700 Chapel St,2,u,666000.0,S,hockingstuart,2.7,3141.0,2.0,1.0,1.0,0.0,73.0,2005.0,Melbourne City Council,-37.83613,144.99661,Southern Metropolitan,14887.0,18726,15,7,2017,5
St Albans,11 Craigielea Av,2,h,610000.0,PI,RW,14.0,3021.0,2.0,1.0,2.0,419.0,135.0,1975.0,Brimbank City Council,-37.7398,144.80348,Western Metropolitan,14042.0,18732,15,7,2017,18
St Albans,17 Jamieson St,3,h,550000.0,S,Raine,14.0,3021.0,3.0,1.0,1.0,606.0,130.0,1965.0,Brimbank City Council,-37.73789,144.78734,Western Metropolitan,14042.0,18734,15,7,2017,18
St Albans,62 Lester Av,4,h,520000.0,PI,Westside,14.0,3021.0,4.0,2.0,1.0,699.0,110.0,1950.0,Brimbank City Council,-37.73986,144.81105,Western Metropolitan,14042.0,18735,15,7,2017,18
St Kilda,8/289 Barkly St,2,u,470000.0,VB,McGrath,5.0,3182.0,2.0,1.0,0.0,0.0,67.0,1950.0,Port Phillip City Council,-37.87349,144.9798,Southern Metropolitan,13240.0,18739,15,7,2017,4
Sunshine,18 Benjamin St,3,h,860000.0,PI,Jas,10.5,3020.0,3.0,1.0,3.0,446.0,126.0,1910.0,Brimbank City Council,-37.79354,144.8328,Western Metropolitan,3755.0,18744,15,7,2017,18
Taylors Lakes,1 Cowes Pl,4,h,853000.0,S,Barry,15.5,3038.0,4.0,3.0,2.0,724.0,330.0,1990.0,Brimbank City Council,-37.70941,144.7873,Western Metropolitan,5336.0,18753,15,7,2017,6
Toorak,2/619 Toorak Rd,2,u,1140000.0,S,Marshall,4.1,3142.0,2.0,2.0,2.0,586.0,119.0,1990.0,Stonnington City Council,-37.84266,145.02355,Southern Metropolitan,7217.0,18762,15,7,2017,4
Travancore,2115/18 Mt Alexander Rd,2,u,341500.0,S,McGrath,4.3,3032.0,2.0,1.0,1.0,16000.0,68.5,2012.0,Moonee Valley City Council,-37.78466,144.93829,Western Metropolitan,1052.0,18764,15,7,2017,7
Vermont,18 Barbara St,3,h,1111500.0,S,Philip,17.2,3133.0,3.0,1.0,0.0,722.0,94.0,1960.0,Maroondah City Council,-37.8324,145.20467,Eastern Metropolitan,4181.0,18767,15,7,2017,9
Wantirna South,42 Argyle Wy,4,h,1045000.0,S,Noel,14.7,3152.0,4.0,3.0,2.0,728.0,153.0,1990.0,Knox City Council,-37.88009,145.22736,Eastern Metropolitan,7082.0,18770,15,7,2017,12
Wantirna South,12/440 Stud Rd,3,u,622000.0,S,Ray,14.7,3152.0,3.0,1.0,1.0,137.0,71.0,2012.0,Knox City Council,-37.87615,145.23192,Eastern Metropolitan,7082.0,18771,15,7,2017,12
Warrandyte,24 Fossickers Wy,3,h,826000.0,S,Gardiner,21.1,3113.0,3.0,2.0,0.0,830.0,135.0,1975.0,Manningham City Council,-37.75079,145.20617,Eastern Metropolitan,2003.0,18772,15,7,2017,3
Watsonia,1/34 Longmuir Rd,2,u,655000.0,S,Darren,14.5,3087.0,2.0,1.0,1.0,298.0,98.0,1975.0,Banyule City Council,-37.71098,145.08926,Northern Metropolitan,2329.0,18775,15,7,2017,3
Werribee,6 Cassowary Av,3,h,505000.0,SP,Greg,14.7,3030.0,3.0,2.0,4.0,557.0,116.0,1987.0,Wyndham City Council,-37.87975,144.66459,Western Metropolitan,16166.0,18779,15,7,2017,23
Werribee,2/50 Tower Rd,2,h,335000.0,S,Greg,14.7,3030.0,2.0,1.0,1.0,190.0,113.0,1980.0,Wyndham City Council,-37.90423,144.67008,Western Metropolitan,16166.0,18782,15,7,2017,23
West Footscray,5/2 Ormond Rd,3,t,700000.0,S,Jas,6.4,3012.0,3.0,2.0,2.0,125.0,131.0,2013.0,Maribyrnong City Council,-37.80735,144.87361,Western Metropolitan,5058.0,18786,15,7,2017,3
Westmeadows,27 Eyre St,3,h,800000.0,S,YPA,16.5,3049.0,3.0,2.0,2.0,898.0,142.0,1985.0,Hume City Council,-37.67823,144.90002,Northern Metropolitan,2474.0,18789,15,7,2017,1
Wheelers Hill,994 Waverley Rd,5,h,1090000.0,S,Ray,16.7,3150.0,5.0,2.0,2.0,698.0,246.0,1978.0,Monash City Council,-37.8921,145.19118,South-Eastern Metropolitan,7392.0,18790,15,7,2017,21
Williamstown,47 Pasco St,4,h,1920000.0,SP,Williams,6.8,3016.0,4.0,2.0,0.0,388.0,178.0,1900.0,Hobsons Bay City Council,-37.86159,144.89926,Western Metropolitan,6380.0,18791,15,7,2017,6
Wollert,24 Edenvale Bvd,4,h,530000.0,SP,hockingstuart,25.5,3750.0,4.0,2.0,2.0,448.0,155.0,2011.0,Whittlesea City Council,-37.61944,145.01243,Northern Metropolitan,2940.0,18793,15,7,2017,0
Yarraville,17 Adeney St,3,h,982500.0,S,Village,6.3,3013.0,3.0,2.0,2.0,444.0,122.0,1945.0,Maribyrnong City Council,-37.81662,144.866,Western Metropolitan,6543.0,18799,15,7,2017,5
Yarraville,12 Montague St,3,h,1230000.0,S,Jas,6.3,3013.0,3.0,1.0,2.0,433.0,144.0,1880.0,Maribyrnong City Council,-37.81183,144.88569,Western Metropolitan,6543.0,18802,15,7,2017,5
Abbotsford,133 Yarra St,2,h,1190000.0,S,Biggin,3.0,3067.0,2.0,2.0,1.0,147.0,175.0,2000.0,Yarra City Council,-37.80269,145.0001,Northern Metropolitan,4019.0,18805,22,7,2017,2
Aberfeldie,5 Aroona Ct,3,h,1680000.0,SP,Raine,7.5,3040.0,3.0,2.0,2.0,673.0,136.0,1965.0,Moonee Valley City Council,-37.76316,144.89799,Western Metropolitan,1543.0,18808,22,7,2017,10
Altona Meadows,52 Shirley St,3,h,620000.0,S,hockingstuart,15.5,3028.0,3.0,1.0,2.0,466.0,107.0,1975.0,Hobsons Bay City Council,-37.87019,144.7843,Western Metropolitan,7630.0,18821,22,7,2017,8
Altona North,12 Chambers Rd,3,h,830000.0,SP,RT,9.4,3025.0,3.0,2.0,2.0,529.0,130.0,1965.0,Hobsons Bay City Council,-37.84107,144.84179,Western Metropolitan,5132.0,18822,22,7,2017,3
Altona North,313 Millers Rd,4,h,805000.0,S,Sweeney,9.4,3025.0,4.0,2.0,5.0,562.0,146.0,1950.0,Hobsons Bay City Council,-37.84384,144.84637,Western Metropolitan,5132.0,18824,22,7,2017,3
Altona North,2/16 Stapley Cr,2,h,510000.0,S,Sweeney,9.4,3025.0,2.0,1.0,1.0,170.0,100.0,2001.0,Hobsons Bay City Council,-37.83658,144.86199,Western Metropolitan,5132.0,18825,22,7,2017,3
Armadale,16/74 Denbigh Rd,2,u,486000.0,S,hockingstuart,6.3,3143.0,2.0,1.0,2.0,0.0,63.0,1960.0,Stonnington City Council,-37.85549,145.0163,Southern Metropolitan,4836.0,18828,22,7,2017,3
Ascot Vale,2/41 Sandown Rd,3,t,855000.0,S,Alexkarbon,4.3,3032.0,3.0,1.0,2.0,159.0,129.0,2011.0,Moonee Valley City Council,-37.78329,144.91842,Western Metropolitan,6567.0,18829,22,7,2017,7
Ascot Vale,67 The Parade,2,h,1035000.0,S,Alexkarbon,4.3,3032.0,2.0,1.0,1.0,319.0,117.0,1900.0,Moonee Valley City Council,-37.77266,144.9131,Western Metropolitan,6567.0,18830,22,7,2017,7
Ashwood,5 Kiewa St,4,h,1450000.0,S,Fletchers,10.2,3147.0,4.0,2.0,1.0,803.0,154.0,1965.0,Monash City Council,-37.86162,145.11042,Southern Metropolitan,2894.0,18833,22,7,2017,7
Ashwood,47B Vannam Dr,3,t,1060000.0,S,Buxton,10.2,3147.0,3.0,2.0,2.0,343.0,1.0,2000.0,Monash City Council,-37.86324,145.10289,Southern Metropolitan,2894.0,18834,22,7,2017,7
Aspendale,14 Ebb St,3,h,970000.0,VB,hockingstuart,21.5,3195.0,4.0,2.0,2.0,612.0,154.0,1960.0,Kingston City Council,-38.01596,145.09932,South-Eastern Metropolitan,2824.0,18835,22,7,2017,11
Avondale Heights,49 Ridge Dr,3,h,750000.0,PI,Barry,9.5,3034.0,3.0,1.0,2.0,561.0,103.0,1990.0,Moonee Valley City Council,-37.7528,144.85585,Western Metropolitan,4502.0,18839,22,7,2017,2
Avondale Heights,55 Ridge Dr,5,h,800000.0,VB,Barry,9.5,3034.0,5.0,2.0,3.0,577.0,166.0,1985.0,Moonee Valley City Council,-37.75261,144.85631,Western Metropolitan,4502.0,18840,22,7,2017,2
Balwyn North,7 Adeney St,5,h,2400000.0,VB,hockingstuart,9.7,3104.0,5.0,4.0,2.0,742.0,262.0,1980.0,Boroondara City Council,-37.80218,145.10063,Southern Metropolitan,7809.0,18845,22,7,2017,7
Balwyn North,67 Winfield Rd,4,h,1850000.0,SA,Fletchers,9.7,3104.0,4.0,4.0,3.0,929.0,266.0,1960.0,Boroondara City Council,-37.79497,145.10538,Southern Metropolitan,7809.0,18848,22,7,2017,7
Beaconsfield,12 Windsor Dr,4,h,670000.0,SP,Harcourts,39.0,3807.0,4.0,2.0,2.0,900.0,244.0,2005.0,Cardinia Shire Council,-38.05614,145.38464,Eastern Victoria,2332.0,18850,22,7,2017,2
Beaumaris,16A Coronet Gr,3,t,1850000.0,PI,McGrath,17.3,3193.0,3.0,3.0,2.0,252.0,203.0,2007.0,Bayside City Council,-37.98453,145.02659,Southern Metropolitan,5366.0,18851,22,7,2017,6
Bellfield,9 Sullivan St,2,h,906000.0,S,Miles,8.8,3081.0,2.0,1.0,1.0,617.0,109.98,1960.0,Banyule City Council,-37.7528,145.04444,Eastern Metropolitan,790.0,18852,22,7,2017,2
Bentleigh,2/21 Vickery St,2,u,410000.0,PI,hockingstuart,11.4,3204.0,2.0,1.0,1.0,834.0,75.0,1967.0,Glen Eira City Council,-37.91627,145.03892,Southern Metropolitan,6795.0,18856,22,7,2017,11
Bentleigh,12 Wood St,5,h,1500000.0,PI,hockingstuart,11.4,3204.0,5.0,2.0,2.0,591.0,188.0,1950.0,Glen Eira City Council,-37.92211,145.0466,Southern Metropolitan,6795.0,18857,22,7,2017,11
